# Dataset: Baghewala Digital Twin - ML Training Feature Matrix
# Version: 1.3.0
# Generated: 2026-08-27T13:55:00Z
# Description: Pre-computed point-in-time correct features with multi-target labels
# Schema: WellState Canonical v1.0 (Feature Store Export)
# Point-in-Time: All features use trailing windows only (no future leakage)
# Split Strategy: By well AND by time (70% train / 15% val / 15% test)
# Feature Groups: thermal, mechanical, dynamometer, production, css_context, history, quality
# Target Models: Production Forecaster, Viscosity Corrector, Dyno Classifier, Failure Risk
# Field: Baghewala, Jaisalmer, Rajasthan
# Random Seed: 42
sample_id,well_id,cycle_id,ts,cycle_day,phase,surface_temp_c,bht_estimate_c,dBHT_dt_1h,dBHT_dt_6h,viscosity_cp_physics,viscosity_cp_corrected,visc_ratio_vs_peak,thermal_viscosity_index,spm,stroke_len_in,vfd_pct,motor_current_a,motor_current_rolling_std_1h,spm_x_visc_interaction,pprl_lbs,mprl_lbs,card_area_in_lbs,card_compression_frac,fmi,downstroke_compression_index,fourier_h1,fourier_h2,fourier_h3,fourier_h4,flow_bopd,flow_bopd_lag_1h,flow_bopd_lag_6h,flow_bopd_lag_24h,flow_bopd_rolling_mean_24h,flow_bopd_rolling_std_24h,water_cut_pct,days_since_injection,cumulative_steam_volume_m3,prior_cycle_peak_bht_c,time_since_last_phase_transition_h,phase_transition_active,days_since_last_failure,failure_count_trailing_180d,well_age_days,sensor_quality_score,cross_sensor_residual,missingness_rate_1h,target_flow_bopd_1h,target_flow_bopd_6h,target_flow_bopd_24h,target_viscosity_residual,target_card_class,target_failure_7d,target_failure_30d,target_rod_floating_risk,source,label_source,split
FEAT-0000295,BGW-20,CYC-2,2025-01-13T07:00:00Z,5.595120765242127,produce,41.74833153776542,142.9340005788448,0.6540136353655828,-7.793363747422692,133.61376599559676,151.27425656404188,0.8328323871037957,165512.8778268118,4.203770354721793,144,66.80502063593974,17.315352530503763,1.443832137462692,20.57725954793869,15596.953009871855,3472.0210874598047,108874.96861931555,0.6344738496933368,0.23146807249732032,1.430932013840883,-8.118684112930147,2.3388361358411616,3.2468533871090153,0.8253544473447743,203.30814553000292,191.88334167341992,197.9212392118446,231.73754690594865,206.31343211841613,15.889891160142044,45.74259716267136,89.16916727463675,4609.3678250429075,172.14624901165394,295.288213944108,False,174.86316098386217,1,1312,0.9610976456744604,-0.02388880380178732,0.03432220698406686,199.1164146974118,175.8873012218405,262.29456642592476,17.660490568445113,Normal,False,False,6.9101082672900915,synthetic,ground_truth,val
FEAT-0000296,BGW-08,CYC-2,2025-01-13T08:00:00Z,23.84262836973687,produce,46.928227336681736,143.88127841417793,-1.0703135736618987,18.236759067875436,130.0159811520662,127.41660155159597,0.35250427656258904,161056.1534854439,7.071873655250073,80,52.54477061389016,20.836112296404856,1.2834120807233897,34.42345795190795,14833.205829658136,3239.5593812613247,136122.84375754462,0.6582467443785155,0.21597062541742165,0.9410459979446995,-10.0674553437281,9.165693671760353,-0.3761328052698785,1.6221665594809307,297.5881362163194,271.54137833370055,281.73139024263435,195.97264331739052,273.01322544362205,0.5962802692624454,31.420101303426886,37.71186693875547,4658.447519131599,164.778741050802,384.7750632436569,False,58.32626353742448,4,2040,0.8045405062570228,0.1159808961102818,0.04599105231833802,303.5835085146535,305.5920399056475,294.90045997132677,-2.5993796004702148,Rod_Floating,False,False,9.921062000040878,synthetic,ground_truth,train
FEAT-0000297,BGW-07,CYC-3,2025-01-13T09:00:00Z,10.020063350549773,produce,29.538192293618415,128.95907429544263,12.014218283223016,3.2242439873047797,202.874210241691,226.83266864750914,0.5029331445672303,251308.6441635856,4.0960612093307205,80,83.03962164488213,29.75977159082943,1.3205735212233836,21.760677980589502,14510.780743448782,3509.783258627363,84366.57416421211,0.8022158598691153,0.23398555057515755,1.3292278605136527,6.245833670736165,-7.053909444366503,-3.1057820424294476,-0.3483829517178709,203.27867277833346,209.03699822899077,197.64401927607352,233.0672745878904,200.08383516804344,13.301722602724434,44.066233069197715,12.43882093068006,4764.632679045935,228.4708502799885,533.118769296499,False,208.74300839283524,0,1593,0.8618747945795271,0.0538044075915635,0.025666335317535843,213.41610087511415,164.341450906212,237.30734379866502,23.958458405818135,Gas_Interference,False,True,6.381637312896899,synthetic,ground_truth,train
FEAT-0000298,BGW-03,CYC-1,2025-01-13T10:00:00Z,10.479904628612589,produce,39.66310528289782,119.25416014169929,8.367954735998278,-10.264662425004802,275.9207875019896,265.77942254032774,0.5982191879359726,341794.4494820955,6.415658418251874,80,60.13766368137901,26.505067439851615,1.7777556313805591,36.056730558266416,14555.13187303487,2955.209955593394,100793.22637885674,0.7856755665211459,0.1970139970395596,0.9565276481277221,-2.0500611190257003,0.8641630535686879,-0.2998409946963176,3.2153758217863384,155.195446824699,150.92039296606902,169.12627212883842,139.86076958285383,187.47983229901277,3.142339752529785,36.09964927357994,14.414173279727116,7320.554062641821,209.97991264484173,545.1866696671332,False,327.7676100841396,3,1704,0.8876217151867958,0.21493511473276544,0.04116824810652686,157.73728376594488,147.94304481370858,164.26443250556224,-10.14136496166185,Normal,False,False,13.20896846278919,synthetic,ground_truth,train
FEAT-0000299,BGW-17,CYC-3,2025-01-13T11:00:00Z,1.313153379295847,produce,39.51858657809555,159.89301457392773,-1.4237723380784568,-2.9872714597442447,83.45821725522053,76.31799932384283,0.7671186977984377,103383.13281778226,5.723746353346039,80,96.36305791126159,31.87553857943815,1.2324938063602755,25.323834938614503,15062.072225195807,3594.274015572557,105370.73195125391,0.7457766079113015,0.23961826770483713,0.6425795423116377,0.7871560988496393,0.06636739033273117,-0.9749766967446749,-3.823244668187282,213.95217145279557,205.54756024570136,211.15514862981166,253.84468800769136,225.78850513894892,4.562291314995155,10.119930588622157,10.978921351037778,3878.708625123024,208.86805424227083,173.8122091583081,False,165.18083489232893,4,2543,0.9985741227665277,0.03297042712544004,0.01796890071270332,223.70870936333884,228.01878883505216,223.01594791858238,-7.140217931377705,Normal,False,False,5.064047663257496,synthetic,ground_truth,train
FEAT-0000300,BGW-01,CYC-2,2025-01-13T12:00:00Z,21.32932674575618,produce,47.64152012911268,114.3714806279643,-4.853097845074171,19.8414484044732,323.97280675967744,283.6079454099573,0.7306697042949327,401318.4658397472,7.641775216411407,120,43.763752014676776,20.537050742995895,0.9119856846152716,44.17450113218148,11821.818776304828,3542.1971188588536,109544.47218192217,0.8319963330948896,0.23614647459059024,0.9569461561041062,-2.71486840028098,4.742827668908756,1.2372038339757196,-0.05032503326277151,124.35747779022432,121.55993917101695,111.72658777078873,135.12678475903851,129.2529235292139,6.971358781313143,20.21590169801038,21.546744283691634,5451.70962614819,196.66716036234354,89.76553012509316,False,53.17623627239036,2,379,0.8646748759732168,0.047169756450951526,0.0295880424982429,129.42089123477683,124.527659682567,145.4513122474095,-40.364861349720115,Normal,False,False,2.444538432558412,synthetic,ground_truth,train
FEAT-0000301,BGW-16,CYC-2,2025-01-13T13:00:00Z,4.284822838875888,produce,40.528423737144294,120.51138986084831,0.2622075386705701,9.216506192171616,264.91791554110176,262.80256635757075,0.645373397171666,328164.73858339596,6.157361724272018,80,58.597161413714296,14.099869777414176,1.9294402782661626,34.354507307590616,17438.934156145733,3926.9542814596416,159720.62896858767,0.8076982911322657,0.26179695209730947,0.9418354784054584,1.034574511422906,-1.643519111467453,7.759658426292335,-1.1409000924883101,174.4348855887784,157.2697639876809,208.06142546829386,108.17407941631684,171.4077160100393,12.824360115772592,14.600432115792842,85.75922789519971,5254.48343235501,191.28182186957494,323.6363565180243,False,29.026956702881776,2,2880,0.9867478170041944,-0.02168142978404002,0.0022195772047601983,179.96933420562294,178.4879619092147,182.6869532626045,-2.115349183531009,Normal,False,False,12.269272892757193,synthetic,ground_truth,test
FEAT-0000302,BGW-12,CYC-1,2025-01-13T14:00:00Z,23.413536746442027,produce,44.841789013254925,120.86339625470275,-1.8901906685144008,15.64090442115595,261.9288433491998,263.0929606626529,0.5816352440264941,324462.0516871214,7.309333992622724,144,84.30102440938636,9.46819149694829,0.7661975384369545,40.69890435035893,13871.056880175349,3784.7461618026564,103017.18697831113,0.6176038171758678,0.25231641078684375,1.0246658503916943,0.13175699066345778,-1.1942388106506627,-4.772275931860594,0.18351328453159432,125.60316354179257,133.37387119844263,123.27587860780808,91.60038367349226,131.9232317993707,9.216386434471685,39.912238038265265,20.827560922569358,5703.940997299833,199.22582782421904,25.611244673171,False,34.03588745335205,1,2884,0.8472822311348884,-0.030504488149019633,0.022884128652182978,127.22549979807849,135.61338372159673,142.6915257892075,1.1641173134531186,Normal,False,False,16.881994730550772,synthetic,ground_truth,train
FEAT-0000303,BGW-19,CYC-3,2025-01-13T15:00:00Z,15.264166835598997,produce,45.550353831741106,130.0572949809323,-4.735632678146057,-16.734499051578105,196.11834992538388,177.39348366482645,1.0,242939.88159772186,6.688566150722835,120,81.08700256155595,23.043171228603196,0.6515706702188209,35.30705656165538,14361.23056984355,3024.458903716015,91038.74991300957,0.7963350592939845,0.20163059358106766,1.430494046280697,-13.266674063154882,-0.08041280538739927,-0.4068306548494593,-1.6262483362938076,266.9876193162237,240.8811474437043,286.5445745758589,296.4693049651362,267.4083320122811,3.8910323441186705,41.680061998985266,5.75271724357695,6727.047772015008,172.40368054964566,516.3363560816096,False,325.2779489332186,3,2745,0.9101330016540611,-0.05089742297329736,0.022944455955963384,262.8395261653773,255.71692915415645,271.37880814235456,-18.724866260557434,Normal,False,False,12.526480786078908,synthetic,ground_truth,test
FEAT-0000304,BGW-22,CYC-2,2025-01-13T16:00:00Z,23.744114633682504,soak,71.27685660123822,97.39226885249703,6.85992450453557,-3.1408928307123722,585.1605296930231,531.9822695499531,0.641600529342422,724862.4611280372,5.788236088386096,144,65.2379328288006,12.827270816825294,1.6282498987977125,36.8819817657584,12800.255166755811,2088.6657002738175,122545.96134701182,0.7161481648924237,0.1392443800182545,1.118184391489242,7.031962208676256,1.528574643590428,-0.7239871611043891,-0.5930014432774471,287.8298668193976,287.6486313301857,289.0821824062489,219.9796883746177,295.1804171683545,15.535951622329048,21.22054414979455,40.68759326764256,5849.609164247389,223.76246657524183,179.58899959213278,False,248.26516970351372,0,1542,0.8356350875335503,-0.052276672826823994,0.0436508452080129,280.1772237496873,256.01347135226155,366.8307961811948,-53.17826014307002,Rod_Floating,False,True,92.71854745246834,synthetic,ground_truth,test
FEAT-0000305,BGW-23,CYC-1,2025-01-13T17:00:00Z,17.933869636734496,produce,57.695712484504405,97.85344374574618,2.6218140187341015,-9.615224354160507,575.4272816640679,643.0758252493022,0.55775953144641,712805.48571184,5.35084530016781,120,92.21186263879416,28.751259930824485,0.10406844377480229,34.00522579706642,15774.57592194695,2706.4759704903045,74079.40283349733,0.7413691844867535,0.1804317313660203,0.5899913222620081,1.7586979908434686,3.647488118036723,-3.0294673124578493,3.787014482022146,207.2097800504569,221.35377408949535,227.9044383824074,243.2296135276623,182.77065784028204,17.787448242213483,30.46689266541403,11.099326044337902,5600.768745314795,174.52880131522363,345.4517644048796,False,219.96500262214752,1,2842,0.8298820083450059,-0.11944455725897277,0.00789872643000758,208.7669227270058,221.25239907777424,279.9199009081687,67.64854358523428,Rod_Floating,False,False,1.0921303236088686,synthetic,ground_truth,val
FEAT-0000306,BGW-22,CYC-2,2025-01-13T18:00:00Z,3.390564888550732,produce,48.79617469543317,156.29185639558793,-2.036410750278639,22.527837017879165,91.94299139193934,98.76649317024952,0.740987890704981,113893.57217719019,4.468147169506487,144,44.28232238683483,20.067049744418306,0.5221738614279074,20.201247246822486,15316.609022890727,2731.877945526967,141916.13985156582,0.7570240538703605,0.18212519636846447,0.9307298076612934,-1.3930857614022976,3.6698480640847198,5.436566189866292,0.8608349935131863,293.71653047076336,305.02973213896905,305.12303653514437,264.6917512327428,281.5764274912136,7.919477304349149,78.4972252719225,73.43289908425064,4711.683148191378,193.54976381021356,588.6764338577912,False,275.68534574621486,4,3645,0.8066041828569929,0.039565652209728706,0.004049267863632572,282.0366218565891,289.32863854588135,303.64433985849274,6.823501778310174,Normal,False,False,5.8180055443041345,synthetic,ground_truth,val
FEAT-0000307,BGW-14,CYC-1,2025-01-13T19:00:00Z,23.20391776445031,produce,54.490781717711315,156.6333908005196,-2.105442814863766,-2.066804680092512,91.09622906438658,107.77358063416162,0.6157601019693352,112844.6527890995,4.054076212784418,144,70.54588225257324,18.62640577120787,0.6720431750699074,18.291652992029036,10793.439925517103,2784.3187737110397,100985.2378185653,0.7005572455302419,0.18562125158073597,0.9557434041195484,-4.80057169262738,7.411068183231929,-1.7384217944638314,-3.4887934223206525,176.55249311928213,180.2623057050632,188.17474872072634,159.31197161708116,168.3444583796904,1.8527373814411678,10.905078779189294,2.97138342126828,6070.090442073245,216.13781204334813,357.8462267765034,False,2.045458203883298,1,598,0.886005934890159,0.0214226273236025,0.023250761224589734,178.12653772676538,197.54768410799147,118.9068726588488,16.67735156977504,Normal,False,False,7.618136788970231,synthetic,ground_truth,train
FEAT-0000308,BGW-06,CYC-1,2025-01-13T20:00:00Z,3.0241850619477426,produce,59.20716038122676,149.32050896025004,0.06421627600585697,-8.608288369033895,111.41864097270849,93.4014253595648,1.0,138018.86185554476,4.005584834402336,80,52.024828204672325,19.861556169561247,0.43620042560204786,18.879501558818944,16306.919557049896,2649.241546794005,85547.66995663795,0.7344115077615201,0.17661610311960033,1.3260258242408511,-8.53828130142867,-5.0002893356560705,-1.1473903295962915,1.4468664472114199,184.7370255141967,175.67101643606566,198.77718130828686,186.14429806144025,172.05474099879697,16.098709301719612,37.87029084374405,31.80967924552241,3745.9228874735227,206.12022432470093,661.6623679780506,False,169.4206388671649,2,1779,0.8750810713050026,-0.13825712318478128,0.005609714539086286,192.55113899560564,185.77110530957262,190.12307953063703,-18.01721561314369,Normal,False,False,13.226556117623199,synthetic,ground_truth,test
FEAT-0000309,BGW-06,CYC-3,2025-01-13T21:00:00Z,14.882349896510636,produce,52.877694495649365,181.25568868448678,-2.4301200993090184,-30.093230994079935,48.498476566059296,56.782768565988775,0.3879561903491281,60077.06142291663,4.903619757999117,144,62.43660538590092,21.241865471083873,1.0611373147493142,19.03355890146562,18169.759950217755,3627.1939008850572,97427.45650602042,0.7683401926118902,0.24181292672567048,1.01708964153488,-14.473009700867333,-6.386041854019485,-2.727957003393024,-1.1031783533961894,218.22960145894035,224.13574952751108,224.91197810834737,258.13903379940615,215.0856389399691,4.561945129324151,73.727676330489,46.926824182197926,6094.3238582519325,217.34843710581123,600.8651721015374,False,298.5909552812074,2,3230,0.8796162581525475,0.16425313867784042,0.04974936495736926,232.9368766500083,214.1763917466399,222.2949756800289,8.28429199992948,Normal,False,True,19.04554731564646,synthetic,ground_truth,val
FEAT-0000310,BGW-13,CYC-2,2025-01-13T22:00:00Z,5.998127210203935,produce,39.66110798976878,113.53345243212082,-2.862395080790136,21.160356467095056,333.15976985708784,306.9311365179555,0.49041547169768285,412698.735600209,6.2436863915160945,120,81.94372796324888,24.64290751638737,1.972425030292067,36.267215160567275,14660.693515521763,3019.321445324616,54108.8333273205,0.6177131028032935,0.2012880963549744,0.932326674142172,-10.88616641410593,-3.3778934108731775,-3.2339149023640257,1.012416654722677,307.68851277138685,310.69054221274666,300.4316980724814,193.9856035076431,345.55233473731784,9.785290407360344,50.48455731447871,15.094480553920336,5734.824073006157,230.06530373247656,338.869427277303,False,219.94471585066827,4,3419,0.8170149884252743,-0.17357139034045607,0.02900949354238045,300.4804189584643,235.6367590435126,339.5866601210999,-26.22863333913233,Normal,False,False,14.848271721037605,synthetic,ground_truth,train
FEAT-0000311,BGW-19,CYC-3,2025-01-13T23:00:00Z,22.817720161358665,produce,48.62990445382692,88.24156732539996,10.268887695932134,21.889245681182974,823.4951139318536,715.180388677908,0.23300583073527786,1020097.3317949235,7.901978175845155,144,45.938339824045634,19.620942467358063,0.8571079732840913,53.05038576632461,11601.595751128963,3106.77202270765,64438.994624054554,0.7719181999126847,0.20711813484717667,0.6344242398201718,-9.58375710264999,5.562103785907404,-6.130518376527784,3.528344283123614,170.3953099739965,181.64899759664613,165.3648616918178,257.2023638996858,146.10605373766862,15.580139315552644,24.27483955322291,46.21114706125418,4624.978388389825,212.24776496615033,49.758973443863994,False,82.78405325379717,3,3275,0.8235724631620128,-0.1167863669989404,0.0072354707054706705,170.98570206731017,184.70494210969994,199.64726745390124,-108.31472525394554,Normal,True,False,8.9929299013521,synthetic,ground_truth,test
FEAT-0000312,BGW-22,CYC-2,2025-01-14T00:00:00Z,27.43614560637767,produce,40.241076573518605,163.55921411343786,-4.559727944275503,-30.78843916055083,75.7482324899375,77.64393769043993,0.4778982736270111,93832.45697989796,6.820916002706499,80,42.6263000431501,20.855429114417788,0.21767304638778195,29.516934978593845,13752.667485979307,2868.3679161556565,92542.75779528277,0.7044186764547626,0.19122452774371043,1.2798603619663926,15.14287477024454,9.151799904539658,1.2129590477663341,2.8497776885827886,127.26312583954491,131.08354703572854,126.4140219568403,138.57467078519707,130.93425994584953,5.072652116457042,75.48340028703312,27.70631270877616,5220.991190475554,233.13229660656373,601.9455419185218,False,151.87695223040413,4,1903,0.957622532706255,0.20615996980619286,0.0476350777710068,125.4787181513162,139.23421390712227,158.12369630383475,1.8957052005024337,Rod_Floating,False,False,7.041800546276704,synthetic,ground_truth,train
FEAT-0000313,BGW-08,CYC-3,2025-01-14T01:00:00Z,17.069658737389954,produce,46.709208266479465,87.59026493005928,-11.057567546288796,3.187920225461725,844.3245036786263,687.2981991062595,0.26469134997674204,1045899.5552011431,4.282731287364365,80,65.24981542214567,22.671164351661453,0.26928128913702865,28.859342828676045,12645.769915087623,2610.3610019375533,113305.07332482858,0.7717653895360573,0.17402406679583687,1.271514808373233,-1.0131691009681536,1.810936826935947,-2.7514099554614564,-0.6608688872688353,286.60179532891584,304.3880846047132,297.9561333053035,396.46803906746896,297.0743905158197,10.501082201129972,45.60218686195529,18.936799415111953,3863.760459513416,168.7539401355144,370.11801268268323,False,143.48204038052552,2,2395,0.8563626581647862,-0.05484256730575293,0.011360635554534582,284.4302327025737,237.79011026316155,316.56198305163485,-157.02630457236683,Normal,False,False,3.088766599625521,synthetic,ground_truth,train
FEAT-0000314,BGW-02,CYC-2,2025-01-14T02:00:00Z,16.287271534676236,produce,48.41134308592016,135.89338658131123,3.2716049635068662,14.198445409950684,164.31596789553538,182.11608778760163,0.5243072887788731,203544.960480976,6.5808285508282545,120,56.28529891016481,21.01667182033729,1.2386684745479808,33.57401324036272,16112.062225670443,3272.879359398774,71204.34379838646,0.7335672310467429,0.21819195729325158,0.7003563678551679,-12.854883212331966,3.462351375411643,2.6237710020207605,2.9315088948777284,89.93798033228977,92.33616619711378,86.77906946109697,101.00687703683855,95.0612071885659,16.702919492231274,37.44471743009112,68.18963704477395,4737.210719713876,198.65518189137936,71.2978212852145,False,336.48433576994086,3,2820,0.8411311186373586,0.014667546177115277,0.01720647720562472,95.2910346437572,94.50063871946737,88.92469681574225,17.80011989206625,Fluid_Pound,False,False,15.90903661804657,synthetic,ground_truth,val
FEAT-0000315,BGW-21,CYC-3,2025-01-14T03:00:00Z,23.15493269344292,produce,60.525796371055975,148.34609789376512,5.582123376471593,7.155968316730721,114.50918469127271,116.4792604479005,0.3612359397737305,141847.24571328284,5.941982569140007,144,83.23120019272544,12.388671100746398,0.9859299601703566,28.168889586780324,14401.717887615956,3049.412634759987,89943.66674737696,0.6549591332642422,0.20329417565066582,1.1607297677084767,14.455264841201538,2.048925582725402,-7.375914281038851,2.9413815077261134,129.38642001669888,125.46284705867758,125.59675320690077,134.5881003535661,121.94618084094179,12.96067673780514,67.71319069032037,70.16457672618426,4012.2349376353613,198.85941341981885,394.2689301889352,False,286.44616412636816,4,3105,0.8020800431202003,-0.005981849393781328,0.04052183281394133,133.76727162959602,139.38634263162515,107.51459068470075,1.9700757566277929,Normal,False,False,17.326106178357165,synthetic,ground_truth,test
FEAT-0000316,BGW-01,CYC-1,2025-01-14T04:00:00Z,1.1472855762960892,produce,42.05879829086999,201.82373199297584,0.7707444639285606,-6.5405524720535295,30.115709636406212,27.99693641470899,0.6578126241241474,37305.57051945168,6.544733736062904,80,43.933035663005576,17.52775858714429,1.4483291031095737,22.285125649392846,15322.125578943005,3595.3144394584333,111809.08380550024,0.63273739259346,0.2396876292972289,0.5838438591645192,8.338710897729596,2.919028902381744,0.886844685170709,-1.8334869532264217,181.71748178896019,191.17357576440395,179.42711147064543,152.0598135204017,191.7216129327396,17.369327581333685,53.00467052786154,75.55214494893676,5112.431747674816,211.50099396520957,77.4583505142167,False,249.6259793253739,2,1455,0.9786733671894088,-0.09625962854596282,0.03822388814154886,180.89359733079,182.89153719789562,156.38610646966157,-2.1187732216972215,Normal,False,False,19.527441991052786,synthetic,ground_truth,train
FEAT-0000317,BGW-15,CYC-2,2025-01-14T05:00:00Z,27.615000636419662,produce,41.25767830824488,123.59989334782101,-8.05562882819647,-14.192506032858303,239.97790459676798,264.0274971950527,0.4014885258164072,297270.5193113723,6.4927675796420985,120,97.9903262716847,25.51475803219703,1.151686429996267,35.58391693835801,17936.465813135237,3650.7742166656003,112153.59325683358,0.8624361775477145,0.2433849477777067,1.0779024114028455,1.8350288385478117,4.7437006087854545,-1.8765094775697004,0.9053233238864528,213.0795134867993,221.9933150854096,205.15725687017584,247.16502993094545,228.42773005730808,13.36141298397282,61.69905514897226,36.35150304673334,5266.6142083066225,184.0553557241574,222.02018211817477,False,194.40447075316632,0,1105,0.8417405005703207,-0.036428695162849176,0.01522072987439519,217.7486887748748,202.983063267569,214.26991319078513,24.049592598284733,TV_Leak,True,False,19.366177095276708,synthetic,ground_truth,test
FEAT-0000318,BGW-01,CYC-2,2025-01-14T06:00:00Z,6.72601569564282,inject,42.830662017478566,125.8080295996596,-0.6795350665806982,17.522186499741032,223.80958632548692,220.77691762313336,0.6422824156402103,277242.1572129058,4.5757798739410465,120,77.24513115300985,28.671833742049515,0.6645072378770225,24.75860974256521,15688.783530085746,3133.9920331644385,87987.06006563846,0.7185878466636265,0.20893280221096255,1.0429183723065156,0.04117524133813537,2.5370363954218584,-2.9056662545519125,-4.5262337185255275,238.11254607376856,220.91478728763198,223.52757991959055,281.33092993207737,234.97842548475472,12.789408525329454,17.296869639309833,79.03425596895465,4472.422439774246,220.45402412908012,597.3773302510693,False,82.9459180756164,4,1903,0.9174174353019211,0.02363167721189503,0.0029354703524563266,211.50069825897094,245.34825697075334,197.8308748395497,-3.0326687023535612,Normal,False,False,19.59485632745772,synthetic,ground_truth,train
FEAT-0000319,BGW-05,CYC-1,2025-01-14T07:00:00Z,29.53944763096088,produce,43.90993924187219,159.8320741873488,-2.5435546222250363,11.560298250184166,83.59395364308291,83.89012206947635,0.4578587294019093,103551.27507478332,7.67783864919335,80,70.0759423539715,28.051027629200092,0.4804856669464609,33.981892683003146,12603.311252241136,3109.56898163851,113955.09710402535,0.7848285180234249,0.20730459877590068,0.6249863582204246,-17.560885879991947,-2.2439361997464284,6.37797776815194,2.644374667696512,233.18013645638058,243.11731787315742,236.76628951397603,203.77889763290744,245.48930569978177,-3.8297356055433163,54.28105390143095,15.429400402027499,3863.429656622292,223.98113692359433,565.4422829968757,False,295.1448256309657,1,2970,0.8770885789522551,0.10100000718169085,0.04166965924245439,229.9411699520834,223.37876382696172,207.88648204120074,0.2961684263934359,Gas_Interference,False,False,14.913455459744911,synthetic,ground_truth,train
FEAT-0000320,BGW-16,CYC-3,2025-01-14T08:00:00Z,22.351364490853403,produce,46.81831356938763,158.05996857507196,6.685642307185945,9.56841540255178,87.65671850339022,93.1558367759598,0.738242545947901,108583.98932359253,6.218166172284555,120,64.75297960013647,22.835002996175195,0.5574883027065809,27.816520279994933,14335.16945770706,2806.7579099295604,95756.00946804647,0.6255442420496441,0.18711719399530402,1.1626346555805869,2.3478324621247286,-1.3216615852893423,-5.8773277975977685,2.775393169783669,225.73921662868815,226.0588432192629,229.41454733149882,175.85887255932744,249.08929176828013,12.54651198017265,27.67394141942445,69.52252234612494,4501.323381390293,185.7900976558078,192.45133036698635,False,111.7669194158424,1,3044,0.9404997820285832,0.05668680295775563,0.02902168906197466,235.5313294733828,223.2718867112914,275.55841406358934,5.499118272569575,TV_Leak,False,False,0.51064860796326,synthetic,ground_truth,train
FEAT-0000321,BGW-19,CYC-2,2025-01-14T09:00:00Z,23.45328328331946,soak,53.2932333268373,129.6980486346192,-4.225546349408772,17.570870547660046,198.29914303263453,185.79251003720503,0.48148518854583305,245641.31988468568,6.803045205220108,144,84.94031436793259,17.93748033562006,1.0281791398629987,35.986590110496934,14791.047528486353,3651.60115361197,101700.19822811661,0.7233318728351879,0.24344007690746466,0.5868793477544493,4.182739360684141,-1.92472116607552,-0.9340183324294464,-5.452532884451599,157.00443907558926,156.64180367054666,154.94673188466757,158.34099210327588,177.0850835352851,1.4507902781281015,26.12839830811751,66.71089639370116,3530.5017978759265,200.7077803702801,493.155562860929,False,17.09906325829036,2,2764,0.8802494518898609,0.03252165918163122,0.010629832968915683,153.07921973488556,115.94902300320915,175.19877776385863,-12.506632995429499,Fluid_Pound,True,False,2.340101059318642,synthetic,ground_truth,train
FEAT-0000322,BGW-04,CYC-2,2025-01-14T10:00:00Z,20.02988643083459,produce,42.148919343569695,145.55458888514474,1.1523517118049065,32.79275314945197,123.93317627185512,110.85524787356643,0.4131147835086124,153521.1324231988,5.548315052568229,144,61.37942714623626,26.902369300248168,0.1851709950628827,26.74144996940333,12805.976858418018,3469.0354484197833,92062.20030748306,0.8122361610892195,0.23126902989465223,1.3130789606948772,4.872824471955385,3.7108733061844115,1.0199419493047863,3.8485965414968186,176.01042794002657,187.33872138755848,176.15004286841986,155.90853549153152,181.21952868365258,8.158430583639507,44.70851983522575,58.27256756950751,6124.3876822709735,196.4071009784018,300.72722770343324,False,27.126302850008933,2,3521,0.9128598256653088,0.06792923329705262,0.002706058463416561,170.93126807685076,163.919053360668,197.99971266541127,-13.077928398288691,Normal,False,False,18.21376453104467,synthetic,ground_truth,train
FEAT-0000323,BGW-03,CYC-3,2025-01-14T11:00:00Z,14.678232300769649,produce,51.14892209999158,117.88955415373238,2.9899837635507986,-4.887390487136743,288.4665984755698,284.7036507753872,0.13605612623160018,357335.4625164632,4.489165910414003,144,86.61687474657722,18.33240197146265,0.2967233137027959,25.42923630265694,16698.944680693232,3282.292880714712,113051.01161426994,0.8907045800912714,0.2188195253809808,0.6519493657587795,-5.402023371372379,-9.453189507346586,-0.4667757834390568,0.07157590060820826,229.37504642514182,243.4212579275387,189.41285566975486,226.1805893700266,211.50756963205728,12.891634851703165,66.36458686774466,59.484155192529,4778.066274351875,191.64464416465543,108.6580662243497,False,192.96208177730364,4,2999,0.9831206191614854,0.1283381625513411,0.01816751564092567,215.11779239437521,200.48508774492976,241.04614258555887,-3.7629477001826217,Normal,False,False,18.17142939150812,synthetic,ground_truth,train
FEAT-0000324,BGW-17,CYC-1,2025-01-14T12:00:00Z,17.5772031074738,produce,51.272518148689365,153.39999746570544,-4.287966134639677,-4.85799320744009,99.49469279962582,86.04694357874199,0.23017553396865892,123248.17589755937,6.763718817591272,120,82.6415508488137,17.646119494141722,0.9262264349361459,31.113812044150144,16439.764925007297,2923.584175052666,102277.72644179357,0.7665511644351632,0.19490561167017773,0.9265551024219646,6.302641247624793,0.5340954071748717,0.0924618798312233,0.07798898355139497,190.31017016026289,201.02728997756267,193.9862134062797,199.85988723563582,178.7605227275754,14.851252887868739,56.89657548955253,19.76185049756858,4463.740737016342,160.9975125653885,217.32701397391708,False,71.3496834582888,2,2443,0.8901708332380585,0.13020748642501934,0.004199828205218342,194.54423057897242,211.57232529111198,226.08583928862112,-13.447749220883836,Normal,True,False,7.702655971316032,synthetic,ground_truth,train
