# Dataset: Baghewala Digital Twin - Anomaly Detection Labels
# Version: 1.3.0
# Generated: 2026-08-27T13:55:00Z
# Description: 500 labeled windows (300 anomalies + 200 normal) for sensor health detection
# Schema: WellState Canonical v1.0 (Anomaly Domain)
# Anomaly Types: 6 sensor fault types + normal baseline
# Rule Categories: 15 physical plausibility + 6 cross-sensor consistency checks
# Field: Baghewala, Jaisalmer, Rajasthan
# Random Seed: 42
anomaly_id,well_id,ts_start,ts_end,duration_minutes,anomaly_type,affected_sensor,anomaly_score,is_anomaly,rule_triggered,description,label_source
ANM-00137,BGW-17,2025-05-18T00:00:00Z,2025-05-18T00:34:00Z,57.58548530676615,none,temp_1,0.30514082795565123,False,,Normal window,ground_truth
ANM-00138,BGW-21,2025-05-19T00:00:00Z,2025-05-19T00:27:00Z,9.219909723357063,sensor_dropout,motor_current,0.8397298895402606,True,Rule-16,Detected sensor_dropout on motor_current,ground_truth
ANM-00139,BGW-02,2025-05-20T00:00:00Z,2025-05-20T00:14:00Z,36.98197399692714,none,rod_load,0.34797105639304515,False,,Normal window,ground_truth
ANM-00140,BGW-14,2025-05-21T00:00:00Z,2025-05-21T00:40:00Z,52.46229750632303,rate_of_change_violation,rod_load,0.9346213292907495,True,Rule-2,Detected rate_of_change_violation on rod_load,ground_truth
ANM-00141,BGW-22,2025-05-22T00:00:00Z,2025-05-22T00:38:00Z,53.40086977042148,rate_of_change_violation,temp_2,0.7766681560087767,True,Rule-3,Detected rate_of_change_violation on temp_2,ground_truth
ANM-00142,BGW-02,2025-05-23T00:00:00Z,2025-05-23T00:33:00Z,55.98907857066218,physical_impossibility,temp_2,0.7789313131301094,True,Rule-11,Detected physical_impossibility on temp_2,ground_truth
ANM-00143,BGW-06,2025-05-24T00:00:00Z,2025-05-24T00:21:00Z,27.499949171076043,none,temp_2,0.348200246162937,False,,Normal window,ground_truth
ANM-00144,BGW-15,2025-05-25T00:00:00Z,2025-05-25T00:07:00Z,10.52865151087597,none,temp_1,0.2037199560904478,False,,Normal window,ground_truth
ANM-00145,BGW-17,2025-05-26T00:00:00Z,2025-05-26T00:08:00Z,54.719522939579356,none,pressure_out,0.3720277812511168,False,,Normal window,ground_truth
ANM-00146,BGW-10,2025-05-27T00:00:00Z,2025-05-27T00:40:00Z,31.008952885873303,none,temp_2,0.22345316522144182,False,,Normal window,ground_truth
ANM-00147,BGW-21,2025-05-28T00:00:00Z,2025-05-28T00:48:00Z,36.22057576401616,none,temp_1,0.38488175838809724,False,,Normal window,ground_truth
ANM-00148,BGW-04,2025-05-29T00:00:00Z,2025-05-29T00:09:00Z,39.016306261940315,none,flow_rate,0.3787679878270789,False,,Normal window,ground_truth
ANM-00149,BGW-17,2025-05-30T00:00:00Z,2025-05-30T00:36:00Z,9.008413801447883,none,pressure_in,0.16443692826001427,False,,Normal window,ground_truth
ANM-00150,BGW-12,2025-05-31T00:00:00Z,2025-05-31T00:46:00Z,54.50992964781097,sensor_stuck_at,pressure_out,0.7442334780754232,True,Rule-3,Detected sensor_stuck_at on pressure_out,ground_truth
ANM-00151,BGW-15,2025-06-01T00:00:00Z,2025-06-01T00:46:00Z,33.52670336910596,cross_sensor_mismatch,temp_1,0.95277099060315,True,Rule-7,Detected cross_sensor_mismatch on temp_1,ground_truth
ANM-00152,BGW-16,2025-06-02T00:00:00Z,2025-06-02T00:11:00Z,29.539055759174442,physical_impossibility,temp_1,0.8386347834675701,True,Rule-4,Detected physical_impossibility on temp_1,ground_truth
ANM-00153,BGW-07,2025-06-03T00:00:00Z,2025-06-03T00:42:00Z,39.35738415843709,sensor_bias_drift,pressure_in,0.8801048443903952,True,Rule-13,Detected sensor_bias_drift on pressure_in,ground_truth
ANM-00154,BGW-08,2025-06-04T00:00:00Z,2025-06-04T00:24:00Z,22.88588871989217,none,temp_2,0.1645673088231412,False,,Normal window,ground_truth
ANM-00155,BGW-23,2025-06-05T00:00:00Z,2025-06-05T00:24:00Z,23.796117803811637,none,pressure_out,0.2807727747490416,False,,Normal window,ground_truth
ANM-00156,BGW-23,2025-06-06T00:00:00Z,2025-06-06T00:43:00Z,35.89111060610496,none,rod_load,0.19009650195545036,False,,Normal window,ground_truth
ANM-00157,BGW-07,2025-06-07T00:00:00Z,2025-06-07T00:42:00Z,58.121131885998985,physical_impossibility,flow_rate,0.8310523278882807,True,Rule-11,Detected physical_impossibility on flow_rate,ground_truth
ANM-00158,BGW-23,2025-06-08T00:00:00Z,2025-06-08T00:11:00Z,28.98180793280608,rate_of_change_violation,pressure_in,0.6960046447350617,True,Rule-20,Detected rate_of_change_violation on pressure_in,ground_truth
ANM-00159,BGW-18,2025-06-09T00:00:00Z,2025-06-09T00:26:00Z,47.17575336776775,none,temp_1,0.10550756261287317,False,,Normal window,ground_truth
ANM-00160,BGW-07,2025-06-10T00:00:00Z,2025-06-10T00:59:00Z,28.04752138497993,none,temp_2,0.14604877981351008,False,,Normal window,ground_truth
ANM-00161,BGW-09,2025-06-11T00:00:00Z,2025-06-11T00:33:00Z,55.90306307669388,cross_sensor_mismatch,rod_load,0.6467225242676802,True,Rule-15,Detected cross_sensor_mismatch on rod_load,ground_truth
ANM-00162,BGW-16,2025-06-12T00:00:00Z,2025-06-12T00:10:00Z,42.24531198098306,sensor_dropout,pressure_out,0.9110068844569323,True,Rule-19,Detected sensor_dropout on pressure_out,ground_truth
ANM-00163,BGW-06,2025-06-13T00:00:00Z,2025-06-13T00:16:00Z,23.72640508829465,none,rod_load,0.25260950634408197,False,,Normal window,ground_truth
ANM-00164,BGW-06,2025-06-14T00:00:00Z,2025-06-14T00:38:00Z,42.78687405326483,sensor_dropout,temp_2,0.8499395169180068,True,Rule-19,Detected sensor_dropout on temp_2,ground_truth
ANM-00165,BGW-23,2025-06-15T00:00:00Z,2025-06-15T00:06:00Z,12.905745746435048,sensor_dropout,temp_2,0.8223543107577612,True,Rule-1,Detected sensor_dropout on temp_2,ground_truth
ANM-00166,BGW-23,2025-06-16T00:00:00Z,2025-06-16T00:25:00Z,54.337394717632705,physical_impossibility,temp_2,0.773920787797457,True,Rule-16,Detected physical_impossibility on temp_2,ground_truth
ANM-00167,BGW-06,2025-06-17T00:00:00Z,2025-06-17T00:53:00Z,27.752283852691946,none,rod_load,0.2696317172654732,False,,Normal window,ground_truth
ANM-00168,BGW-08,2025-06-18T00:00:00Z,2025-06-18T00:56:00Z,51.11392279380491,physical_impossibility,pressure_in,0.9704983129409395,True,Rule-16,Detected physical_impossibility on pressure_in,ground_truth
ANM-00169,BGW-09,2025-06-19T00:00:00Z,2025-06-19T00:32:00Z,43.78703949431953,none,pressure_out,0.11708220127642158,False,,Normal window,ground_truth
ANM-00170,BGW-02,2025-06-20T00:00:00Z,2025-06-20T00:21:00Z,20.113126085691967,sensor_stuck_at,pressure_in,0.9233862928812475,True,Rule-1,Detected sensor_stuck_at on pressure_in,ground_truth
ANM-00171,BGW-07,2025-06-21T00:00:00Z,2025-06-21T00:59:00Z,12.234267829708882,none,flow_rate,0.21317672525206077,False,,Normal window,ground_truth
ANM-00172,BGW-07,2025-06-22T00:00:00Z,2025-06-22T00:47:00Z,16.569628195654595,sensor_dropout,pressure_out,0.9033547296691015,True,Rule-2,Detected sensor_dropout on pressure_out,ground_truth
ANM-00173,BGW-16,2025-06-23T00:00:00Z,2025-06-23T00:33:00Z,28.836758324155074,sensor_dropout,motor_current,0.9951448696743456,True,Rule-13,Detected sensor_dropout on motor_current,ground_truth
ANM-00174,BGW-17,2025-06-24T00:00:00Z,2025-06-24T00:06:00Z,32.19174054934503,cross_sensor_mismatch,motor_current,0.608856530654832,True,Rule-12,Detected cross_sensor_mismatch on motor_current,ground_truth
ANM-00175,BGW-12,2025-06-25T00:00:00Z,2025-06-25T00:40:00Z,12.180949119395635,none,temp_1,0.1141690544573406,False,,Normal window,ground_truth
ANM-00176,BGW-10,2025-06-26T00:00:00Z,2025-06-26T00:47:00Z,18.084068648235778,none,temp_2,0.2587823526201551,False,,Normal window,ground_truth
ANM-00177,BGW-22,2025-06-27T00:00:00Z,2025-06-27T00:30:00Z,37.76306259134959,sensor_bias_drift,flow_rate,0.6865831351490636,True,Rule-3,Detected sensor_bias_drift on flow_rate,ground_truth
ANM-00178,BGW-20,2025-06-28T00:00:00Z,2025-06-28T00:29:00Z,18.64290429795988,sensor_dropout,flow_rate,0.9889903868761545,True,Rule-5,Detected sensor_dropout on flow_rate,ground_truth
ANM-00179,BGW-14,2025-06-29T00:00:00Z,2025-06-29T00:42:00Z,52.526068506450265,none,temp_1,0.12259130032898181,False,,Normal window,ground_truth
ANM-00180,BGW-04,2025-06-30T00:00:00Z,2025-06-30T00:50:00Z,11.231178325256709,none,rod_load,0.3751265641912134,False,,Normal window,ground_truth
ANM-00181,BGW-01,2025-07-01T00:00:00Z,2025-07-01T00:12:00Z,15.895371169425216,sensor_stuck_at,pressure_in,0.6384029220404668,True,Rule-5,Detected sensor_stuck_at on pressure_in,ground_truth
ANM-00182,BGW-08,2025-07-02T00:00:00Z,2025-07-02T00:08:00Z,28.441207494465427,none,rod_load,0.31418264100351345,False,,Normal window,ground_truth
ANM-00183,BGW-12,2025-07-03T00:00:00Z,2025-07-03T00:16:00Z,54.009437840886264,none,pressure_in,0.31488814179398605,False,,Normal window,ground_truth
ANM-00184,BGW-23,2025-07-04T00:00:00Z,2025-07-04T00:43:00Z,12.688839465526444,none,pressure_in,0.27224169753198335,False,,Normal window,ground_truth
ANM-00185,BGW-21,2025-07-05T00:00:00Z,2025-07-05T00:51:00Z,27.191659386798584,sensor_bias_drift,temp_1,0.7735671196788908,True,Rule-8,Detected sensor_bias_drift on temp_1,ground_truth
ANM-00186,BGW-23,2025-07-06T00:00:00Z,2025-07-06T00:09:00Z,13.964956136535704,none,motor_current,0.23217793421248661,False,,Normal window,ground_truth
ANM-00187,BGW-02,2025-07-07T00:00:00Z,2025-07-07T00:44:00Z,58.109440057739114,physical_impossibility,pressure_in,0.9672615716779477,True,Rule-10,Detected physical_impossibility on pressure_in,ground_truth
ANM-00188,BGW-10,2025-07-08T00:00:00Z,2025-07-08T00:31:00Z,36.392361327340254,rate_of_change_violation,temp_2,0.7224289867903897,True,Rule-8,Detected rate_of_change_violation on temp_2,ground_truth
ANM-00189,BGW-09,2025-07-09T00:00:00Z,2025-07-09T00:15:00Z,38.34511516287832,cross_sensor_mismatch,pressure_in,0.9019303491579875,True,Rule-8,Detected cross_sensor_mismatch on pressure_in,ground_truth
ANM-00190,BGW-20,2025-07-10T00:00:00Z,2025-07-10T00:42:00Z,44.52366399617597,rate_of_change_violation,pressure_out,0.6670275833649929,True,Rule-7,Detected rate_of_change_violation on pressure_out,ground_truth
ANM-00191,BGW-08,2025-07-11T00:00:00Z,2025-07-11T00:30:00Z,22.508224371480814,rate_of_change_violation,temp_1,0.9784143204977316,True,Rule-8,Detected rate_of_change_violation on temp_1,ground_truth
ANM-00192,BGW-01,2025-07-12T00:00:00Z,2025-07-12T00:23:00Z,33.65367421559185,cross_sensor_mismatch,pressure_in,0.9992936887467896,True,Rule-1,Detected cross_sensor_mismatch on pressure_in,ground_truth
ANM-00193,BGW-13,2025-07-13T00:00:00Z,2025-07-13T00:17:00Z,30.060756139813087,rate_of_change_violation,pressure_in,0.8821341690218086,True,Rule-8,Detected rate_of_change_violation on pressure_in,ground_truth
ANM-00194,BGW-06,2025-07-14T00:00:00Z,2025-07-14T00:57:00Z,26.20591324169505,sensor_bias_drift,flow_rate,0.8738873472348117,True,Rule-3,Detected sensor_bias_drift on flow_rate,ground_truth
ANM-00195,BGW-07,2025-07-15T00:00:00Z,2025-07-15T00:10:00Z,32.424276428977564,sensor_bias_drift,temp_2,0.8764704591009225,True,Rule-19,Detected sensor_bias_drift on temp_2,ground_truth
ANM-00196,BGW-06,2025-07-16T00:00:00Z,2025-07-16T00:39:00Z,59.77226070933995,rate_of_change_violation,flow_rate,0.9030076169404687,True,Rule-13,Detected rate_of_change_violation on flow_rate,ground_truth
ANM-00197,BGW-08,2025-07-17T00:00:00Z,2025-07-17T00:46:00Z,20.53535057481559,cross_sensor_mismatch,temp_2,0.8474864448798435,True,Rule-6,Detected cross_sensor_mismatch on temp_2,ground_truth
ANM-00198,BGW-05,2025-07-18T00:00:00Z,2025-07-18T00:21:00Z,53.715158227257284,none,rod_load,0.286396886925413,False,,Normal window,ground_truth
ANM-00199,BGW-09,2025-07-19T00:00:00Z,2025-07-19T00:22:00Z,47.28334090899299,none,pressure_out,0.22468464498263163,False,,Normal window,ground_truth
ANM-00200,BGW-13,2025-07-20T00:00:00Z,2025-07-20T00:39:00Z,9.669501737471679,sensor_stuck_at,temp_2,0.7423080901784135,True,Rule-15,Detected sensor_stuck_at on temp_2,ground_truth
ANM-00201,BGW-19,2025-07-21T00:00:00Z,2025-07-21T00:53:00Z,53.728181285314776,sensor_bias_drift,pressure_in,0.801611338354618,True,Rule-9,Detected sensor_bias_drift on pressure_in,ground_truth
ANM-00202,BGW-13,2025-07-22T00:00:00Z,2025-07-22T00:30:00Z,54.770282560013825,cross_sensor_mismatch,pressure_in,0.8211490433957342,True,Rule-18,Detected cross_sensor_mismatch on pressure_in,ground_truth
ANM-00203,BGW-09,2025-07-23T00:00:00Z,2025-07-23T00:27:00Z,28.451086795487466,sensor_dropout,temp_2,0.6045445938374402,True,Rule-13,Detected sensor_dropout on temp_2,ground_truth
ANM-00204,BGW-14,2025-07-24T00:00:00Z,2025-07-24T00:41:00Z,27.767602578161302,sensor_dropout,temp_1,0.6534240094636042,True,Rule-1,Detected sensor_dropout on temp_1,ground_truth
ANM-00205,BGW-13,2025-07-25T00:00:00Z,2025-07-25T00:23:00Z,55.05664154191742,physical_impossibility,pressure_in,0.722173720917646,True,Rule-19,Detected physical_impossibility on pressure_in,ground_truth
ANM-00206,BGW-08,2025-07-26T00:00:00Z,2025-07-26T00:15:00Z,45.84593956022691,none,temp_1,0.3397645151608685,False,,Normal window,ground_truth
ANM-00207,BGW-06,2025-07-27T00:00:00Z,2025-07-27T00:20:00Z,16.98883825995324,none,pressure_in,0.3630368487926776,False,,Normal window,ground_truth
ANM-00208,BGW-19,2025-07-28T00:00:00Z,2025-07-28T00:44:00Z,53.354958343564434,sensor_stuck_at,temp_1,0.9918950390678068,True,Rule-7,Detected sensor_stuck_at on temp_1,ground_truth
ANM-00209,BGW-09,2025-07-29T00:00:00Z,2025-07-29T00:56:00Z,46.630727467689645,none,temp_2,0.31409684721917214,False,,Normal window,ground_truth
ANM-00210,BGW-06,2025-07-30T00:00:00Z,2025-07-30T00:57:00Z,27.25091511982667,none,flow_rate,0.31435710910816683,False,,Normal window,ground_truth
ANM-00211,BGW-12,2025-07-31T00:00:00Z,2025-07-31T00:08:00Z,11.584012443088099,cross_sensor_mismatch,pressure_in,0.7331783750395366,True,Rule-12,Detected cross_sensor_mismatch on pressure_in,ground_truth
ANM-00212,BGW-18,2025-08-01T00:00:00Z,2025-08-01T00:21:00Z,30.728149294515617,none,motor_current,0.25126019608673067,False,,Normal window,ground_truth
ANM-00213,BGW-20,2025-08-02T00:00:00Z,2025-08-02T00:47:00Z,53.344928607789974,sensor_bias_drift,motor_current,0.6931213651333754,True,Rule-11,Detected sensor_bias_drift on motor_current,ground_truth
ANM-00214,BGW-12,2025-08-03T00:00:00Z,2025-08-03T00:48:00Z,41.85549923891471,sensor_stuck_at,pressure_in,0.9631977501961443,True,Rule-20,Detected sensor_stuck_at on pressure_in,ground_truth
ANM-00215,BGW-06,2025-08-04T00:00:00Z,2025-08-04T00:31:00Z,52.405810378885924,none,temp_2,0.31351260416622007,False,,Normal window,ground_truth
ANM-00216,BGW-10,2025-08-05T00:00:00Z,2025-08-05T00:59:00Z,39.430123664379195,sensor_stuck_at,flow_rate,0.7600082946000283,True,Rule-19,Detected sensor_stuck_at on flow_rate,ground_truth
ANM-00217,BGW-06,2025-08-06T00:00:00Z,2025-08-06T00:25:00Z,42.261929091103234,sensor_dropout,motor_current,0.8835414653768554,True,Rule-12,Detected sensor_dropout on motor_current,ground_truth
ANM-00218,BGW-10,2025-08-07T00:00:00Z,2025-08-07T00:49:00Z,46.113076410836655,physical_impossibility,pressure_in,0.9968976496164137,True,Rule-8,Detected physical_impossibility on pressure_in,ground_truth
ANM-00219,BGW-21,2025-08-08T00:00:00Z,2025-08-08T00:18:00Z,15.036985223131213,sensor_bias_drift,pressure_out,0.836322869436999,True,Rule-2,Detected sensor_bias_drift on pressure_out,ground_truth
ANM-00220,BGW-01,2025-08-09T00:00:00Z,2025-08-09T00:49:00Z,5.283917508174541,none,pressure_out,0.28001916409198346,False,,Normal window,ground_truth
ANM-00221,BGW-11,2025-08-10T00:00:00Z,2025-08-10T00:31:00Z,12.976350144502797,none,temp_2,0.28804420853656454,False,,Normal window,ground_truth
ANM-00222,BGW-08,2025-08-11T00:00:00Z,2025-08-11T00:24:00Z,51.44307597592889,cross_sensor_mismatch,pressure_in,0.9020832112034284,True,Rule-6,Detected cross_sensor_mismatch on pressure_in,ground_truth
ANM-00223,BGW-20,2025-08-12T00:00:00Z,2025-08-12T00:21:00Z,42.27638072962818,sensor_bias_drift,temp_1,0.9377124182087442,True,Rule-16,Detected sensor_bias_drift on temp_1,ground_truth
ANM-00224,BGW-02,2025-08-13T00:00:00Z,2025-08-13T00:13:00Z,8.262879574688283,cross_sensor_mismatch,motor_current,0.79425497510716,True,Rule-10,Detected cross_sensor_mismatch on motor_current,ground_truth
ANM-00225,BGW-04,2025-08-14T00:00:00Z,2025-08-14T00:49:00Z,34.334426850779415,cross_sensor_mismatch,rod_load,0.9694672937524915,True,Rule-15,Detected cross_sensor_mismatch on rod_load,ground_truth
ANM-00226,BGW-15,2025-08-15T00:00:00Z,2025-08-15T00:58:00Z,28.437878349241767,sensor_bias_drift,temp_1,0.9951632669310251,True,Rule-18,Detected sensor_bias_drift on temp_1,ground_truth
ANM-00227,BGW-12,2025-08-16T00:00:00Z,2025-08-16T00:47:00Z,16.32619806085883,none,pressure_in,0.20873478152940583,False,,Normal window,ground_truth
ANM-00228,BGW-17,2025-08-17T00:00:00Z,2025-08-17T00:41:00Z,51.70463761944319,sensor_bias_drift,temp_1,0.6037275815915389,True,Rule-17,Detected sensor_bias_drift on temp_1,ground_truth
ANM-00229,BGW-22,2025-08-18T00:00:00Z,2025-08-18T00:40:00Z,30.695475563160983,none,pressure_in,0.3427733161482331,False,,Normal window,ground_truth
ANM-00230,BGW-10,2025-08-19T00:00:00Z,2025-08-19T00:52:00Z,28.923618751289535,sensor_dropout,pressure_out,0.7430482942152652,True,Rule-5,Detected sensor_dropout on pressure_out,ground_truth
ANM-00231,BGW-18,2025-08-20T00:00:00Z,2025-08-20T00:57:00Z,22.386957015569703,rate_of_change_violation,temp_2,0.7711547370949561,True,Rule-18,Detected rate_of_change_violation on temp_2,ground_truth
ANM-00232,BGW-20,2025-08-21T00:00:00Z,2025-08-21T00:26:00Z,23.20115158789533,none,pressure_in,0.1996356845038424,False,,Normal window,ground_truth
ANM-00233,BGW-09,2025-08-22T00:00:00Z,2025-08-22T00:54:00Z,28.149929225031926,sensor_dropout,motor_current,0.7739915342124983,True,Rule-7,Detected sensor_dropout on motor_current,ground_truth
ANM-00234,BGW-02,2025-08-23T00:00:00Z,2025-08-23T00:15:00Z,40.58654059160711,physical_impossibility,flow_rate,0.9116021987826634,True,Rule-7,Detected physical_impossibility on flow_rate,ground_truth
ANM-00235,BGW-07,2025-08-24T00:00:00Z,2025-08-24T00:32:00Z,47.85220277618328,none,pressure_in,0.2980467027680842,False,,Normal window,ground_truth
ANM-00236,BGW-05,2025-08-25T00:00:00Z,2025-08-25T00:21:00Z,15.258559788921895,none,temp_1,0.27904067517597475,False,,Normal window,ground_truth
ANM-00237,BGW-03,2025-08-26T00:00:00Z,2025-08-26T00:53:00Z,28.447249933171364,sensor_bias_drift,pressure_in,0.9437741891573497,True,Rule-2,Detected sensor_bias_drift on pressure_in,ground_truth
ANM-00238,BGW-13,2025-08-27T00:00:00Z,2025-08-27T00:21:00Z,59.18710388220946,physical_impossibility,rod_load,0.9544889705723459,True,Rule-13,Detected physical_impossibility on rod_load,ground_truth
ANM-00239,BGW-09,2025-08-28T00:00:00Z,2025-08-28T00:24:00Z,49.56413957081014,none,flow_rate,0.14960048447628194,False,,Normal window,ground_truth
ANM-00240,BGW-15,2025-08-29T00:00:00Z,2025-08-29T00:45:00Z,26.656197141695653,physical_impossibility,flow_rate,0.7335208701049091,True,Rule-2,Detected physical_impossibility on flow_rate,ground_truth
ANM-00241,BGW-21,2025-08-30T00:00:00Z,2025-08-30T00:55:00Z,32.57029355907004,rate_of_change_violation,rod_load,0.7394049466406449,True,Rule-12,Detected rate_of_change_violation on rod_load,ground_truth
ANM-00242,BGW-08,2025-08-31T00:00:00Z,2025-08-31T00:24:00Z,59.957743625433,sensor_bias_drift,pressure_in,0.7980660163048934,True,Rule-14,Detected sensor_bias_drift on pressure_in,ground_truth
ANM-00243,BGW-01,2025-09-01T00:00:00Z,2025-09-01T00:24:00Z,31.14679427464149,none,motor_current,0.2995595740870679,False,,Normal window,ground_truth
ANM-00244,BGW-07,2025-09-02T00:00:00Z,2025-09-02T00:37:00Z,20.67024336686253,physical_impossibility,pressure_in,0.8355188458270224,True,Rule-3,Detected physical_impossibility on pressure_in,ground_truth
ANM-00245,BGW-21,2025-09-03T00:00:00Z,2025-09-03T00:34:00Z,11.401678417030455,rate_of_change_violation,pressure_in,0.6728715302567952,True,Rule-17,Detected rate_of_change_violation on pressure_in,ground_truth
ANM-00246,BGW-08,2025-09-04T00:00:00Z,2025-09-04T00:48:00Z,38.053057838682015,none,flow_rate,0.16595130768057892,False,,Normal window,ground_truth
ANM-00247,BGW-14,2025-09-05T00:00:00Z,2025-09-05T00:35:00Z,33.97585468076092,sensor_stuck_at,pressure_in,0.8581914577868119,True,Rule-3,Detected sensor_stuck_at on pressure_in,ground_truth
ANM-00248,BGW-22,2025-09-06T00:00:00Z,2025-09-06T00:20:00Z,44.91318965334748,sensor_stuck_at,flow_rate,0.9353312438303115,True,Rule-10,Detected sensor_stuck_at on flow_rate,ground_truth
ANM-00249,BGW-16,2025-09-07T00:00:00Z,2025-09-07T00:17:00Z,16.50070077981426,none,rod_load,0.3383043666230541,False,,Normal window,ground_truth
ANM-00250,BGW-01,2025-09-08T00:00:00Z,2025-09-08T00:46:00Z,35.098907333328484,physical_impossibility,flow_rate,0.8976753868801524,True,Rule-17,Detected physical_impossibility on flow_rate,ground_truth
ANM-00251,BGW-08,2025-09-09T00:00:00Z,2025-09-09T00:09:00Z,25.015155098818145,physical_impossibility,pressure_in,0.6712415482646382,True,Rule-13,Detected physical_impossibility on pressure_in,ground_truth
ANM-00252,BGW-16,2025-09-10T00:00:00Z,2025-09-10T00:48:00Z,46.407231228484754,sensor_stuck_at,motor_current,0.7882985363628764,True,Rule-17,Detected sensor_stuck_at on motor_current,ground_truth
ANM-00253,BGW-08,2025-09-11T00:00:00Z,2025-09-11T00:14:00Z,17.26074475091028,none,rod_load,0.2027085983200798,False,,Normal window,ground_truth
ANM-00254,BGW-21,2025-09-12T00:00:00Z,2025-09-12T00:08:00Z,39.39439706862499,sensor_bias_drift,pressure_in,0.6237758013839627,True,Rule-20,Detected sensor_bias_drift on pressure_in,ground_truth
ANM-00255,BGW-18,2025-09-13T00:00:00Z,2025-09-13T00:53:00Z,37.67835565273234,sensor_stuck_at,pressure_in,0.8841499315122037,True,Rule-16,Detected sensor_stuck_at on pressure_in,ground_truth
ANM-00256,BGW-13,2025-09-14T00:00:00Z,2025-09-14T00:16:00Z,19.225270606272847,none,flow_rate,0.14419493861661292,False,,Normal window,ground_truth
ANM-00257,BGW-14,2025-09-15T00:00:00Z,2025-09-15T00:20:00Z,23.92241580041364,rate_of_change_violation,rod_load,0.7040149650150151,True,Rule-5,Detected rate_of_change_violation on rod_load,ground_truth
ANM-00258,BGW-03,2025-09-16T00:00:00Z,2025-09-16T00:17:00Z,9.102035482008226,none,rod_load,0.3896583623419362,False,,Normal window,ground_truth
ANM-00259,BGW-15,2025-09-17T00:00:00Z,2025-09-17T00:09:00Z,46.278441882190116,sensor_stuck_at,flow_rate,0.9388911764422341,True,Rule-13,Detected sensor_stuck_at on flow_rate,ground_truth
ANM-00260,BGW-06,2025-09-18T00:00:00Z,2025-09-18T00:37:00Z,32.40395524977386,cross_sensor_mismatch,flow_rate,0.6057106891098992,True,Rule-3,Detected cross_sensor_mismatch on flow_rate,ground_truth
ANM-00261,BGW-16,2025-09-19T00:00:00Z,2025-09-19T00:07:00Z,52.49742514202875,none,pressure_out,0.17202548876034385,False,,Normal window,ground_truth
ANM-00262,BGW-21,2025-09-20T00:00:00Z,2025-09-20T00:37:00Z,59.69406684742692,sensor_bias_drift,rod_load,0.8134689405204567,True,Rule-12,Detected sensor_bias_drift on rod_load,ground_truth
ANM-00263,BGW-08,2025-09-21T00:00:00Z,2025-09-21T00:54:00Z,53.20084407120813,none,rod_load,0.2862670854707122,False,,Normal window,ground_truth
ANM-00264,BGW-17,2025-09-22T00:00:00Z,2025-09-22T00:41:00Z,15.38789514416199,none,flow_rate,0.25201512027761763,False,,Normal window,ground_truth
ANM-00265,BGW-05,2025-09-23T00:00:00Z,2025-09-23T00:50:00Z,41.642480534087326,none,pressure_out,0.23095827774118263,False,,Normal window,ground_truth
ANM-00266,BGW-17,2025-09-24T00:00:00Z,2025-09-24T00:43:00Z,57.424770223733596,cross_sensor_mismatch,flow_rate,0.6636172441948827,True,Rule-8,Detected cross_sensor_mismatch on flow_rate,ground_truth
ANM-00267,BGW-23,2025-09-25T00:00:00Z,2025-09-25T00:16:00Z,22.98070367794191,none,temp_1,0.3470316558347313,False,,Normal window,ground_truth
ANM-00268,BGW-17,2025-09-26T00:00:00Z,2025-09-26T00:19:00Z,23.418230057680184,none,pressure_out,0.3030682518990889,False,,Normal window,ground_truth
ANM-00269,BGW-07,2025-09-27T00:00:00Z,2025-09-27T00:42:00Z,20.281582583829042,physical_impossibility,rod_load,0.9469298769406655,True,Rule-3,Detected physical_impossibility on rod_load,ground_truth
ANM-00270,BGW-04,2025-09-28T00:00:00Z,2025-09-28T00:07:00Z,50.225315583894876,none,motor_current,0.36757308886938944,False,,Normal window,ground_truth
ANM-00271,BGW-11,2025-09-29T00:00:00Z,2025-09-29T00:29:00Z,32.68394691728553,sensor_dropout,temp_1,0.8423691700972411,True,Rule-20,Detected sensor_dropout on temp_1,ground_truth
ANM-00272,BGW-01,2025-09-30T00:00:00Z,2025-09-30T00:44:00Z,16.19330757931192,none,motor_current,0.289676635880581,False,,Normal window,ground_truth
ANM-00273,BGW-03,2025-10-01T00:00:00Z,2025-10-01T00:23:00Z,47.01458681648937,sensor_dropout,motor_current,0.8822225326067725,True,Rule-15,Detected sensor_dropout on motor_current,ground_truth
ANM-00274,BGW-13,2025-10-02T00:00:00Z,2025-10-02T00:30:00Z,17.444063226528797,none,rod_load,0.285595918621098,False,,Normal window,ground_truth
ANM-00275,BGW-12,2025-10-03T00:00:00Z,2025-10-03T00:44:00Z,42.06321517168947,cross_sensor_mismatch,rod_load,0.8172145835460237,True,Rule-6,Detected cross_sensor_mismatch on rod_load,ground_truth
ANM-00276,BGW-14,2025-10-04T00:00:00Z,2025-10-04T00:30:00Z,38.579631645493585,sensor_bias_drift,temp_1,0.7927964912616194,True,Rule-17,Detected sensor_bias_drift on temp_1,ground_truth
ANM-00277,BGW-21,2025-10-05T00:00:00Z,2025-10-05T00:05:00Z,34.77299618997661,none,motor_current,0.3587231754387509,False,,Normal window,ground_truth
ANM-00278,BGW-01,2025-10-06T00:00:00Z,2025-10-06T00:44:00Z,39.582362354732304,none,temp_2,0.21826260508804746,False,,Normal window,ground_truth
