# Dataset: Baghewala Digital Twin - High-Resolution Sensor Telemetry Stream
# Version: 1.3.0
# Generated: 2026-08-27T13:55:00Z
# Description: 5-minute interval sensor telemetry for 2 wells across 1 CSS cycle each
# Schema: WellState Canonical v1.0 (Meso Domain - Streaming)
# Sampling: 5-minute intervals (~25,920 total records)
# Anomaly Injection: 1.5% dropout, 0.5% stuck-at, 1% bias drift
# Field: Baghewala, Jaisalmer, Rajasthan
# Random Seed: 42
telemetry_id,well_id,cycle_id,ts,cycle_day,phase,temp_1_c,temp_2_c,pressure_in_psi,pressure_out_psi,flow_rate_bopd,tank_level_pct,spm,stroke_len_in,vfd_pct,motor_current_a,motor_torque_nm,rod_load_peak_lb,rod_load_min_lb,vibration_mm_s,source,quality_flag
TEL-9EAA99A3,BGW-08,CYC-202,2026-01-21T23:25:00Z,20.976,produce,144.7946049523016,118.08624595661804,50.40633695115934,29.70740264491129,233.6237747014577,34.81654062572462,5.997249146475681,118.36826417742233,78.48905400282806,26.688809655948486,531.7735394643968,15612.394783068072,7707.582903155519,3.2937455711037043,synthetic,ok
TEL-6CA92986,BGW-08,CYC-202,2026-01-21T23:30:00Z,20.979,produce,146.82203111723547,118.40037671918967,50.46390720836402,30.522125232497988,240.94794087751018,34.52493688486293,5.971324913443632,117.93088048930689,79.94385606369067,27.07290021086861,542.4513776860854,15704.864424892761,7608.4344539757785,3.667098459401356,synthetic,ok
TEL-B4478758,BGW-08,CYC-202,2026-01-21T23:35:00Z,20.983,produce,146.23439870696114,117.08435264604744,52.02662868789058,29.881168964938293,237.70095156623788,34.73277789821338,5.915437326195049,121.22269540349683,80.55185121266364,27.092407322841932,544.2138806241046,15988.639730862787,7791.856337420349,4.647326784659347,synthetic,ok
TEL-45EE5A39,BGW-08,CYC-202,2026-01-21T23:40:00Z,20.986,produce,144.09017971934253,113.1824744272573,51.409092691992704,30.05525411836579,238.15385386519495,35.218174241155964,5.945260657902498,119.81309951364689,78.73628470109226,26.445335462597637,533.6071213031971,15724.250330844246,7599.893087498094,2.198869456549425,synthetic,ok
TEL-66B39178,BGW-08,CYC-202,2026-01-21T23:45:00Z,20.99,produce,145.26877191878785,115.38161895457425,50.00565586101089,30.162982990706602,232.09013890352912,34.58704043498495,5.939484587386322,118.86493028369092,80.3733350160285,26.38498637911206,537.2876592986637,15674.135225638367,7611.834671801264,3.869521020483043,synthetic,ok
TEL-FBD3602F,BGW-08,CYC-202,2026-01-21T23:50:00Z,20.993,produce,144.47199465599863,113.9878058948891,51.13378764108915,29.944395406913085,240.25612529188885,35.113300029752935,5.888452499582261,118.17948886519288,80.10371081640315,27.19151467270237,525.7270249323441,15728.47962794451,7641.780848725443,3.037032495878152,synthetic,ok
TEL-BC643952,BGW-08,CYC-202,2026-01-21T23:55:00Z,20.997,produce,146.38117135026755,118.33789953873463,51.86606845331742,29.601190828713815,236.72806717551342,34.31847254801076,5.922646310203824,121.38745343178886,79.3182306681357,26.46075720701112,534.8279488477647,15776.013493588705,7694.557154153701,2.3370080239041147,synthetic,ok
TEL-06ED2E5C,BGW-08,CYC-202,2026-01-22T00:00:00Z,21.0,produce,142.30313940748633,115.77958045358817,50.96555673899059,29.523546417605374,232.6756036938584,34.90314605924118,6.11952840376584,121.85210295250224,81.53673976785434,26.92947194899244,538.7371557370591,15709.874115922616,7507.117600624017,2.404690424138386,synthetic,ok
TEL-7B4FD2A2,BGW-08,CYC-202,2026-01-22T00:05:00Z,21.003,produce,,115.34025276660289,,29.940618742910022,,34.55649226827658,5.889825928222634,120.4096482391079,79.51363607119548,26.916464981045518,543.2809874636614,15799.421813998062,7738.258668966153,2.4890759849726325,synthetic,missing
TEL-58E83764,BGW-08,CYC-202,2026-01-22T00:10:00Z,21.007,produce,142.0086619468592,114.82516922470522,50.86706193632857,29.656691263397807,240.24767880989572,34.99874276870169,5.968547251146455,122.29031644667532,78.82746778602785,27.1000683862372,540.2914028034811,15976.045878963998,7752.579891071213,2.8407401767786085,synthetic,ok
TEL-E8F46D5A,BGW-08,CYC-202,2026-01-22T00:15:00Z,21.01,produce,141.7652451126892,111.90345088075725,51.44216000770658,29.7470974111917,235.28990863857436,35.29268966121568,6.039588142834208,121.40715502127946,78.58660117993148,27.082410808415215,543.4157774532998,15620.77004043875,7555.371032988591,2.245289224130713,synthetic,ok
TEL-BD5D7816,BGW-08,CYC-202,2026-01-22T00:20:00Z,21.014,produce,141.19788716995615,114.27769756734703,50.4843387495304,29.690933865628903,232.5568931554112,34.605587753612426,6.003372687525303,121.80238686135637,79.57606428982365,27.2979823230363,529.738987743068,15957.083751384023,7775.012264722265,2.3562757868118407,synthetic,ok
TEL-7AC3B0FB,BGW-08,CYC-202,2026-01-22T00:25:00Z,21.017,produce,145.1934530069424,115.66151997070403,51.63825273457822,30.484179115124718,235.70123360051505,35.05573127417773,6.04902665504655,118.77225850648662,78.64573137939526,26.87104392769622,530.3636257664857,15447.441402448929,7547.7508816868985,2.621909652245472,synthetic,ok
TEL-B48A7D4B,BGW-08,CYC-202,2026-01-22T00:30:00Z,21.021,produce,143.6396426869249,117.01031555524082,50.917245018934274,30.496086299058092,236.12006030852305,34.57268933004696,6.082303714982572,117.67910643501325,80.20395832732817,26.743438261246038,533.2480217088619,15878.07441425173,7502.897695266276,2.578846845610586,synthetic,ok
TEL-5E0F494D,BGW-08,CYC-202,2026-01-22T00:35:00Z,21.024,produce,,114.27531956303407,,29.883495477408072,,35.42054026782478,5.99114797151643,118.92431535839633,78.43860578813862,26.855730964367687,536.404514408417,15754.700365476056,7768.424280166994,3.4322599826406965,synthetic,missing
TEL-ADE67A73,BGW-08,CYC-202,2026-01-22T00:40:00Z,21.028,produce,141.803203297043,114.64051096463628,50.81848490890902,30.233245777840022,238.73953523973069,34.724337792618854,6.039985002773708,118.1915925402066,78.75724323289717,26.768898656861058,527.11491173299,15670.6994766602,7762.3508181684,2.210928025877253,synthetic,ok
TEL-7C08A74A,BGW-08,CYC-202,2026-01-22T00:45:00Z,21.031,produce,142.24078165341945,113.6049010055044,51.195165979852966,30.423538012815612,231.04105518405362,35.17378881480217,6.045571141392084,118.24727163501046,81.40031802479186,26.528991189784023,531.0591460561398,15533.927826449457,7518.667966754112,4.101806515177084,synthetic,ok
TEL-4A57D902,BGW-08,CYC-202,2026-01-22T00:50:00Z,21.035,produce,143.47671458458584,113.40143991857356,50.79675354162284,30.481488581593503,234.1147768383137,35.09909595221577,6.102881843436165,120.91787961148955,78.53394652145252,26.74101432950102,544.7948095307721,15921.370840634267,7771.08541489563,4.827796341486569,synthetic,ok
TEL-73798C8C,BGW-08,CYC-202,2026-01-22T00:55:00Z,21.038,produce,145.48234888199391,117.10055036647624,50.96237515776018,30.023808446507715,230.84094216831895,34.71905704665639,5.886962157683414,119.75880392031439,80.70824601300986,27.297004296738113,523.7413340295964,15676.838460520583,7719.885244320451,4.042078841298651,synthetic,ok
TEL-4CBE82A3,BGW-08,CYC-202,2026-01-22T01:00:00Z,21.042,produce,145.8290072915091,118.59590650838055,50.24535604788032,30.54614058411529,238.25570503266712,35.665710292246715,5.962377337607362,122.3931496242682,78.43903546913474,27.20818405362828,537.8757781211006,15453.861724562532,7760.957306868252,4.386690689563279,synthetic,ok
TEL-188F346E,BGW-08,CYC-202,2026-01-22T01:05:00Z,21.045,produce,144.584946581398,113.94395313488158,50.80213705124756,29.447528645688074,236.0519101333269,35.045058528821144,5.900530002034416,119.5770700858535,79.80119627988721,27.124199122837226,524.7998188470092,15758.372512343301,7660.5012101363145,2.852357438318321,synthetic,ok
TEL-EB3A9E16,BGW-08,CYC-202,2026-01-22T01:10:00Z,21.049,produce,144.1510966924054,115.4146726291135,51.799522505798706,30.377507068323666,232.51072531299886,34.96413862741391,6.0390936508481,120.24043371167478,79.77824370031917,27.407083630019017,527.305150752049,15587.616700636614,7623.758461049119,2.2022469894265773,synthetic,ok
TEL-C697558B,BGW-08,CYC-202,2026-01-22T01:15:00Z,21.052,produce,143.90363357568208,114.03889343201308,51.810193749287656,30.042395945972697,235.99167951099588,35.68360824062637,5.945818071072072,120.64412204285831,79.83757151077606,26.7628152224564,531.881356873827,15391.394128979637,7753.270042114447,3.821963267238194,synthetic,ok
TEL-93B7B329,BGW-08,CYC-202,2026-01-22T01:20:00Z,21.056,produce,145.7216812848884,118.83843102851083,49.91346559793974,30.17807817254212,239.44759107118077,35.51630735588031,5.956146633021435,118.14020393436407,80.53845095641442,26.98551105395694,529.6408123130519,15873.293713691235,7699.691428241114,3.239754863442646,synthetic,ok
TEL-CC99989D,BGW-08,CYC-202,2026-01-22T01:25:00Z,21.059,produce,142.25849610076114,113.98259168154577,50.85748555818369,30.531940533232593,235.20740209675,35.53769733415514,6.027410034513621,118.68107567046887,78.5585594786559,27.19831590956881,541.3710256583728,15933.445319287417,7707.207630965305,3.3018491703485036,synthetic,ok
TEL-F0B870A7,BGW-08,CYC-202,2026-01-22T01:30:00Z,21.062,produce,145.17825631619027,114.64723698615391,50.74857981979111,29.46473091844519,231.35706671679853,34.77767948552024,6.03121080295662,122.0164677965804,79.56777089527192,26.841336173445345,535.7116544996694,15548.947008932231,7716.084847542568,2.6044216481541724,synthetic,ok
TEL-EAE2BDB9,BGW-08,CYC-202,2026-01-22T01:35:00Z,21.066,produce,141.96475503933053,113.47768584202329,50.32829702335016,29.919824022869907,233.85999153425414,35.63050887961154,5.932574368483394,119.06926370429395,81.4476235280872,26.71898928905582,541.3269105053212,15474.390389353164,7676.801054626729,2.2677619366159605,synthetic,ok
TEL-6E30464B,BGW-08,CYC-202,2026-01-22T01:40:00Z,21.069,produce,146.24613659751336,117.66441523798925,50.23333889100765,30.37061796184315,236.41819618197945,35.77538447061531,5.934901963527654,118.18209890982565,80.43171622496624,27.23457555982992,539.8892708868134,15623.394030189547,7639.505977233454,3.047827689528347,synthetic,ok
TEL-33FAF7A5,BGW-08,CYC-202,2026-01-22T01:45:00Z,21.073,produce,145.39185963480807,115.2312996197097,50.45468616026529,30.28773819833093,234.20235369732617,35.33669833952541,5.917311627013342,121.56766345835256,80.18036450123833,27.180573762326205,538.7455258468455,15638.559024146296,7713.764640398568,2.173989420100539,synthetic,ok
TEL-2F2B7AEA,BGW-08,CYC-202,2026-01-22T01:50:00Z,21.076,produce,143.20650965503015,114.20155058689237,50.03340847201609,29.9843666919774,237.3224853236502,34.941872042301874,6.076460749024059,120.41025532174694,80.7172023819571,27.36297329664633,534.2925898736968,15909.971337842468,7543.183010381669,4.393094470715814,synthetic,ok
TEL-AED486A3,BGW-08,CYC-202,2026-01-22T01:55:00Z,21.08,produce,145.8645948282264,114.73598534953963,50.023772018596915,29.427146636528057,234.86720498834572,34.76720762712969,6.0162656800738885,121.8829607779368,79.44648108260462,26.278547260995794,542.3732221827214,15757.349094389625,7568.095837580056,4.098741072042885,synthetic,ok
TEL-59392E5B,BGW-08,CYC-202,2026-01-22T02:00:00Z,21.083,produce,142.8333894855567,112.95101782661494,51.79408700736604,30.171624134443874,230.08280362016762,34.681043867487425,5.939379412792083,121.50305848997463,79.91888053509949,26.47826084583933,529.7376670884681,15997.046565083381,7734.3689535362255,2.0412631031757837,synthetic,ok
TEL-38BEAC65,BGW-08,CYC-202,2026-01-22T02:05:00Z,21.087,produce,141.72857029937103,112.61536458676873,50.00987854345882,29.412694838284988,234.74817473354148,34.91553680193818,5.966439898090577,118.41117609693245,80.98064865903862,26.65358600762151,535.4017352357997,15681.402446411055,7778.115683272739,5.0437533288774885,synthetic,ok
TEL-9AEF5B43,BGW-08,CYC-202,2026-01-22T02:10:00Z,21.09,produce,144.80834893570372,115.52553775809362,50.02619837297271,30.443871405068073,236.68921988798795,34.706886852415344,5.901128659394814,120.83662798988685,81.29893906659065,26.550895302797002,532.4107043429532,15977.234535018773,7793.682462275929,4.091841178761046,synthetic,ok
TEL-D4391AE0,BGW-08,CYC-202,2026-01-22T02:15:00Z,21.094,produce,142.71218092331088,113.67217935335103,50.77796830712815,30.225224615416302,234.71061224416826,34.85344924344793,6.06074465353406,119.77393912838332,80.23397136626274,27.256024716528046,532.310603999739,15965.705374207366,7655.16889525645,4.153191705720587,synthetic,ok
TEL-5CE02B36,BGW-08,CYC-202,2026-01-22T02:20:00Z,21.097,produce,142.6360332917241,113.00477581910224,51.61912126913328,29.776187711509344,230.89375015149025,35.23707276862193,6.077923396513951,118.95372544558916,79.9800291652132,26.812718187007437,524.6415283983349,15468.65568527985,7742.807075005155,4.708313905644554,synthetic,ok
TEL-6BDC719F,BGW-08,CYC-202,2026-01-22T02:25:00Z,21.101,produce,145.45978341477317,117.40989049374336,51.12632876581092,29.916038386087994,232.92635143235614,35.12572675278227,6.024351556524324,122.14437328252636,79.06231308739069,27.336122138576936,528.431694156861,15899.686475876628,7707.633346057511,4.291294289059129,synthetic,ok
TEL-1C1E4B17,BGW-08,CYC-202,2026-01-22T02:30:00Z,21.104,produce,140.56169675483972,113.45773351884489,51.74862923862759,29.993530231797006,234.84795809539676,34.7046928605864,5.961784389699542,120.54003462309981,78.78390850648502,26.883656587645216,532.063512613988,15902.977613937848,7658.313568826557,3.631444507822227,synthetic,ok
TEL-3EA03E85,BGW-08,CYC-202,2026-01-22T02:35:00Z,21.108,produce,142.26514493437293,113.58996025942996,51.37712600114376,29.780327867563223,232.73046587211064,35.36650508523024,6.08154713878327,120.01865378839435,78.81083292270547,27.42830047399963,534.281694374397,15869.93262278197,7511.236328149257,4.429007994588314,synthetic,ok
TEL-5834C0F4,BGW-08,CYC-202,2026-01-22T02:40:00Z,21.111,produce,145.988532437361,118.61479246110098,50.251928818792,29.66824263276825,237.0094014235491,34.78620363925176,6.088389822571656,117.75318161218527,80.48516667900323,26.546009546063672,541.333991828673,15603.215166574553,7639.214325031726,2.4489606574132523,synthetic,ok
TEL-229C1FE5,BGW-08,CYC-202,2026-01-22T02:45:00Z,21.115,produce,143.11338911553605,112.24070326341878,51.185355849051405,29.55368495881946,234.54712085188012,35.341618011684254,5.951852427605424,118.69744970189619,79.39631969532398,26.829078976672037,543.9830842514517,15800.113746154555,7795.527446306066,2.2139182502824934,synthetic,ok
TEL-92A16EF7,BGW-08,CYC-202,2026-01-22T02:50:00Z,21.118,produce,140.72460924345782,114.1972761082174,51.38662514793124,29.92562923643411,233.64663421392444,35.192702739657356,6.106675755240284,118.85692908072645,80.69878593524433,26.63377070576837,530.1737105565353,15767.384273373607,7677.071360785046,3.605701013682481,synthetic,ok
TEL-4CD4ECBB,BGW-08,CYC-202,2026-01-22T02:55:00Z,21.122,produce,144.68747154117597,116.72747008179863,51.06698013948316,29.555183840609818,231.58522534612675,35.883871932649306,5.99583091673381,119.60616128077194,81.19212514503846,26.64357903002106,541.2895818821586,15649.69118425946,7694.013131184583,3.1460291823663824,synthetic,ok
TEL-66B9E272,BGW-08,CYC-202,2026-01-22T03:00:00Z,21.125,produce,140.94601372791473,111.48111758889428,50.08853711226015,29.712313865411474,233.72220098493548,34.77128427809125,5.889324646269153,120.31651710900894,80.00677290941157,26.8725572779613,528.1747214725833,15464.13111584884,7766.75968039382,3.36326958841614,synthetic,ok
TEL-04FDA156,BGW-08,CYC-202,2026-01-22T03:05:00Z,21.128,produce,142.17448362047472,114.2521858424501,50.8198776558319,29.595066437395868,234.0402958923025,35.2995527532306,6.00153538683497,119.04935892688236,79.17728232743318,26.88787643616256,543.9680900168551,15742.020833802935,7641.172546482036,2.630589265959117,synthetic,ok
TEL-A9EA65B2,BGW-08,CYC-202,2026-01-22T03:10:00Z,21.132,produce,144.06279443615495,117.50259872619239,50.00322420333762,29.868431673621163,232.48100239256473,35.09270488777563,5.887895223270022,120.18253096930356,80.3482082562821,26.406431691517326,542.5881013696996,15501.964901408444,7547.420002164266,2.532678048108099,synthetic,ok
TEL-D04F65C2,BGW-08,CYC-202,2026-01-22T03:15:00Z,21.135,produce,140.73101539633035,114.0432519834094,51.03085342274114,29.966611192981304,234.00223961061522,35.2056949723115,6.051747234804614,122.17531528999488,80.17118123581204,27.124231981089608,535.7555676550384,15963.208017334935,7688.766045004425,4.639075697870652,synthetic,ok
TEL-0968E351,BGW-08,CYC-202,2026-01-22T03:20:00Z,21.139,produce,144.22982283279455,116.10221947409214,50.53745025833003,29.564689807031268,233.2146994736844,35.873204695655964,6.037408977535634,122.12900320287179,79.29188580950876,26.855298331755872,539.6296432757988,15457.916130403552,7532.739196974458,4.286528321440677,synthetic,ok
TEL-5C5FEF0E,BGW-08,CYC-202,2026-01-22T03:25:00Z,21.142,produce,142.95935078677402,112.38548051830577,50.90763096163382,30.20217885372096,232.02830866241203,34.77584540578386,6.000997715879764,119.93425170431229,79.34415124519377,27.01516866928265,537.054066991975,15959.94097166572,7736.504535455222,4.371761849813245,synthetic,ok
TEL-CE99E0C2,BGW-08,CYC-202,2026-01-22T03:30:00Z,21.146,produce,142.80267284002488,112.90671759420138,50.00681202354137,30.0065351379426,231.7868486775353,34.96083916098019,6.054157191657087,117.76273570019622,80.80678438955565,27.3837922878757,539.1498027583211,15502.732794033447,7724.516093331585,3.5253930273274086,synthetic,ok
TEL-49F9074A,BGW-08,CYC-202,2026-01-22T03:35:00Z,21.149,produce,142.40170335862237,112.51015799339427,49.665638763021285,30.289414699764915,233.10720937507742,35.00838635291536,6.029497340664504,121.40425023326227,80.09226789125636,27.255417125351876,531.4135047168334,15793.43583119706,7686.852129680786,2.543932490876545,synthetic,ok
TEL-4041678F,BGW-08,CYC-202,2026-01-22T03:40:00Z,21.153,produce,144.47736281081822,116.30630907562406,50.37972567137072,30.05542586707769,233.16460089635345,34.67850121280793,5.882712085223465,118.54521548707211,81.32164490816704,27.0151606540825,532.0154738606393,15754.595210152167,7522.74536745065,2.2743061561307907,synthetic,ok
TEL-A73B92DC,BGW-08,CYC-202,2026-01-22T03:45:00Z,21.156,produce,144.7754981376045,118.13631038241269,50.05554286629545,29.979220384454866,230.25731411697615,35.93106757068145,5.917401371278259,120.11957080738779,80.2603058752654,26.839038145069612,524.9175353284056,15802.30266906677,7775.149926533391,2.29081927530493,synthetic,ok
TEL-A054BFA6,BGW-08,CYC-202,2026-01-22T03:50:00Z,21.16,produce,144.77197832721845,114.25733780418854,51.60691362535832,29.757655887294558,231.86293933650157,35.49467588223077,6.076572169390634,119.80161187009048,80.14671636586445,26.985706953574702,540.5531104530647,15778.085836455646,7555.661656102641,3.7567856344824104,synthetic,ok
TEL-DAF5728E,BGW-08,CYC-202,2026-01-22T03:55:00Z,21.163,produce,142.5432775795478,115.70301012728645,49.83682794128187,29.83428697403409,234.16492610552945,35.93305327301531,6.066945111329094,119.63512407696533,79.99778256742248,27.339950680730116,542.8980865865067,15714.587036404599,7559.586718241818,3.554079738610818,synthetic,ok
TEL-0F254472,BGW-08,CYC-202,2026-01-22T04:00:00Z,21.167,produce,143.5149150285479,116.0666920162615,49.615866503661216,30.161234564800484,234.45885560933826,35.37705608291014,6.042976852882857,121.74410952920309,81.37355249023493,26.657823167890996,534.7016217943025,15567.353112523948,7629.100830493093,3.5363689897744544,synthetic,ok
TEL-0516F721,BGW-08,CYC-202,2026-01-22T04:05:00Z,21.17,produce,145.23336239639417,116.59270761807463,51.57743065876342,30.080294479541823,236.34905117898995,34.913594295577504,5.881848330120768,117.72977521967817,81.25442934855252,26.381851175713333,536.6042721625487,15731.693786970653,7744.055067810914,2.923137087943781,synthetic,ok
TEL-DF3763DA,BGW-08,CYC-202,2026-01-22T04:10:00Z,21.174,produce,141.99203639950662,112.08703274696187,49.981988112739415,29.63707680863729,230.12966270589803,35.81810190999775,6.026369208298656,120.33253884904961,80.56504975167825,26.82589088110378,539.8912834188583,15557.118916610125,7747.549065076586,3.895969507354702,synthetic,ok
TEL-C3DBC6F7,BGW-08,CYC-202,2026-01-22T04:15:00Z,21.177,produce,140.25945452649808,113.74811999882446,49.75828881792235,30.202327200510382,230.84679640507386,34.800056425690144,5.94224666758549,119.53590005253378,78.86057399278985,26.64551222730708,545.9700015243468,15443.602204807214,7551.388708830608,2.738321565286067,synthetic,ok
TEL-70A34B09,BGW-08,CYC-202,2026-01-22T04:20:00Z,21.181,produce,140.6709006131979,114.06605653817252,51.41474023487955,30.05875360060974,233.96154336336667,36.15159844275533,6.092112304063431,119.55567739359391,80.82846553806894,26.80455795230557,525.6978238428397,15405.664179631469,7658.981332383217,3.450265035126753,synthetic,ok
TEL-C425CA60,BGW-08,CYC-202,2026-01-22T04:25:00Z,21.184,produce,144.76684968417382,116.19759395346918,50.30798424909153,30.00704770070627,229.52845044718524,36.0272516362947,5.9497312799417355,118.43809956737414,79.76306345664653,26.62516058091212,530.1903157207162,15889.610572139522,7671.386207563069,4.881692918821241,synthetic,ok
TEL-52572426,BGW-08,CYC-202,2026-01-22T04:30:00Z,21.188,produce,145.53000926367466,114.70804862514578,51.34133667433365,29.75352545890339,234.44030125992455,36.004796870923485,5.902290082318052,118.32888272779337,80.74616875045203,26.660119382618387,537.435133963415,15440.320712956678,7803.492340826776,3.5556934925910215,synthetic,ok
TEL-216C479F,BGW-08,CYC-202,2026-01-22T04:35:00Z,21.191,produce,143.69594710400014,117.03396975609404,50.67312682225281,29.767663901163722,234.24259801689803,36.182557883038136,6.075684125784736,119.7838114625817,81.0128680653803,27.129379794541308,543.9360221690501,15606.24412766507,7513.723686002398,2.2834431167181797,synthetic,ok
TEL-68F52340,BGW-08,CYC-202,2026-01-22T04:40:00Z,21.194,produce,143.7623690043125,116.08352445600005,50.86110358159712,29.94853029876133,229.1053711001494,35.962407880635816,5.923388242267656,122.35136532227858,79.0572964363754,26.45983212922743,531.8785533132249,15581.230446152827,7800.542062536273,3.1259454157804236,synthetic,ok
TEL-953986D9,BGW-08,CYC-202,2026-01-22T04:45:00Z,21.198,produce,145.42359827839329,117.67198715341874,51.51985864878552,29.781045289197895,229.51850020128438,35.34953816497362,5.91358695786165,118.3048492005679,81.28855149613204,27.359548105536806,544.7113713297397,15644.340650750199,7578.659450546057,2.5042381037147896,synthetic,ok
TEL-E07F1CED,BGW-08,CYC-202,2026-01-22T04:50:00Z,21.201,produce,143.18236065465388,115.66197097820981,50.538355867044054,30.411287843164686,236.9436237185509,36.051171923130795,5.968609364072261,122.16262605088178,81.35383274233274,26.840476125268108,532.9953378092351,15428.685134932366,7786.993495051469,2.264577265343036,synthetic,ok
TEL-C5283915,BGW-08,CYC-202,2026-01-22T04:55:00Z,21.205,produce,143.85433033740765,116.83118713444713,50.6402716951159,30.219094066630955,234.93942032004244,34.82459620390796,6.106196608537228,119.32762385229434,78.968070172838,26.87479383688485,539.5095139661373,15895.791381568428,7722.06909362526,3.223649965911844,synthetic,ok
TEL-AAEE7C9D,BGW-08,CYC-202,2026-01-22T05:00:00Z,21.208,produce,142.1765155194139,115.9562851221796,51.491053955761174,29.699753322024307,232.77520862263816,35.62955076252826,6.032697468797703,119.68282595700467,80.07774127989987,27.04295837366027,532.5243721811362,15585.686548910888,7691.978444388508,3.3889372240941658,synthetic,ok
TEL-49D1187C,BGW-08,CYC-202,2026-01-22T05:05:00Z,21.212,produce,141.82981816259272,112.08342054860904,50.331855518504945,30.188310410467235,232.33785404767937,35.224931979937224,5.998856014545948,119.74558709768891,81.4212414697553,26.481721644084146,532.7586783804595,15600.27435246374,7565.308328083618,3.6553360833221555,synthetic,ok
TEL-57FDB3CE,BGW-08,CYC-202,2026-01-22T05:10:00Z,21.215,produce,139.72008856236357,112.5636884386429,50.23468037477569,30.507632096609743,235.09724664588796,35.55782216014771,6.108361321019338,120.89954039807311,80.98580300335094,27.60112094534738,543.8930709810166,15440.830343895905,7556.072980782247,3.8359876612373314,synthetic,ok
TEL-CFDD8FB1,BGW-08,CYC-202,2026-01-22T05:15:00Z,21.219,produce,142.284803188511,113.73758851119817,50.38862319382315,30.38700229849257,232.68050375310582,36.07112895186403,6.065659255343917,120.68376941589193,80.24959596848718,26.690146405842153,540.6309465360089,15889.07607595654,7647.796718026478,2.688816206098315,synthetic,ok
TEL-F92D8510,BGW-08,CYC-202,2026-01-22T05:20:00Z,21.222,produce,144.1695604582288,115.6453143474325,50.85260619894986,30.328404823332793,230.78800496685486,35.2465363379524,6.049917518379141,120.05955763418311,80.03942141099833,27.381868534168156,540.8417680841965,15535.74764619005,7626.905709533466,4.413418730302021,synthetic,ok
TEL-45E622CE,BGW-08,CYC-202,2026-01-22T05:25:00Z,21.226,produce,141.41333937943563,112.40533003379205,50.22481558379126,29.7109643741125,233.99834446490294,35.41494274307921,6.010141051393106,118.90844434876718,81.15619803332756,26.703790924158362,543.1852871085681,15500.62227383509,7609.1746851633425,4.336211717850493,synthetic,ok
TEL-95598C74,BGW-08,CYC-202,2026-01-22T05:30:00Z,21.229,produce,140.9095132116124,113.46450966589687,49.686678766373085,29.658358008041336,230.3635183237779,35.69308772604757,6.0125373007710845,120.09379762261835,78.71170310342607,27.349788054355205,527.3504830895266,15980.291632275292,7514.6595828050895,4.602356810215374,synthetic,ok
TEL-68ECEA57,BGW-08,CYC-202,2026-01-22T05:35:00Z,21.233,produce,143.51818572703067,114.04858549058157,50.87324460387816,29.977377689890925,232.8257090033299,35.88964050332414,5.912056661315967,118.87845963187307,81.09038599414461,27.231609216926532,545.0821893790488,15392.524647992377,7544.474069336316,3.0352463049122855,synthetic,ok
TEL-7A4BEBDE,BGW-08,CYC-202,2026-01-22T05:40:00Z,21.236,produce,141.30341258851826,112.34623233386762,49.87130215952797,30.491511448958303,232.96841877468884,35.10580038026284,6.019730410100548,118.36563380608423,79.26991584603586,27.23924354346464,540.6626472153565,15660.694329002597,7546.811138505736,2.638769701551541,synthetic,ok
TEL-3744044F,BGW-08,CYC-202,2026-01-22T05:45:00Z,21.24,produce,142.83370642555914,115.95188178534077,49.94505400119914,30.134391210086324,227.85076164368098,35.55801250015965,5.975545207367595,118.17671764926457,81.25196177935292,26.529922245169086,529.745266217455,15842.148043346378,7554.650387621208,2.272188624495641,synthetic,ok
TEL-BDDA30AF,BGW-08,CYC-202,2026-01-22T05:50:00Z,21.243,produce,141.12578905923564,110.91670633544672,49.680465248574976,29.666947458002305,236.68679895036274,34.91841115928946,6.070270382488066,121.34839531078124,79.99882302102274,27.504176738635806,524.764072234733,15700.590521478274,7572.775736011183,4.229772394380682,synthetic,ok
TEL-E3E0AFA3,BGW-08,CYC-202,2026-01-22T05:55:00Z,21.247,produce,144.40917582505543,115.09053647326247,49.6617487620507,29.44169956295199,234.13563474991963,36.22672147529678,6.112768872279341,121.79677972991958,79.64651317129238,27.313478675415986,537.4568957659172,15413.692180135837,7555.3465861056475,3.130799240933845,synthetic,ok
TEL-38B0E285,BGW-08,CYC-202,2026-01-22T06:00:00Z,21.25,produce,141.31484047351344,114.11443297935934,49.49829626659428,30.126944824117484,230.80613719288291,36.16993023744293,5.893720416662896,122.26402186057265,78.65896591419397,26.95583566372784,542.7765473911049,15590.800549247822,7755.774131794756,4.81571782919595,synthetic,ok
TEL-B5BDFCC6,BGW-08,CYC-202,2026-01-22T06:05:00Z,21.253,produce,142.09241603636482,112.44986596198865,50.91707941182705,29.529586916162373,234.8264770137551,35.883713897991825,6.031522103655049,119.68469173549825,80.00504156227699,26.557115358120242,530.0185647244439,15958.438722487339,7632.81797959501,3.1504742314760663,synthetic,ok
TEL-487DF761,BGW-08,CYC-202,2026-01-22T06:10:00Z,21.257,produce,144.3814961781791,116.67599529588513,49.54780725026225,29.580226501502608,228.72759663110304,35.86077031361153,5.9181376300881094,122.37647849054197,80.23570938120784,27.27640225313808,539.3099453582855,15389.45293965906,7631.924245192342,3.1406620083753194,synthetic,ok
